"Note","Course","Module","Clip","Time in Clip","URL"
"Write-To Streams:\n- Base class for writing binary data is OutputStream\n  -  it has the methods:\n    - void write(int b): b is an individual byte that you want to write (you can pass a byte into this method)\n    - void write(byte[] buff): buff is an array of bytes that you want to write\n- Base class for writing to text data is Writer\n  - it has the methods:\n    - void write(int ch): ch is an individual char you want to write\n    - void write(char[] buff): buff is an array of chars you want to write\n    - void write(String str): str is a string of chars you want to write","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Reading and Writing with Streams","4:31","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=2&mode=live&start=271.920768&noteid=673a31af-e5e4-4917-9b46-cecb4f26820a"
"Writing Bytes:\n\nOutputStream output = // create output stream\nbyte byteVal = 100;\noutput.write(byteVal);\n\nWriting Byte Array:\nbyte[] byteBuff = {0, 63, 127};\noutput.write(byteBuff);","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Reading and Writing with Streams","4:53","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=2&mode=live&start=293.410579&noteid=8781e9d6-5d37-41db-955d-40a2a4285010"
"Writing Characters:\n\nWriter writer = // create output stream\nchar charVal = 'a';\nwriter.write(charVal);\n\nWriting Char Array:\nchar[] charBuff = {'a', 'b', 'c'};\nwriter.write(charBuff);\n\nWriting String:\nString stringVal = ""Hello World"";'\nwriter.write(stringVal);\n","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Reading and Writing with Streams","5:32","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=2&mode=live&start=332.574502&noteid=ea3e778b-100a-4ea9-913c-252a4cd318be"
"Common Input/OutputStream Derived Classes:\n\n- InputStream splits into:\n  - ByteArrayInputStream: allows you to create a stream over a byte array.\n  - PipedInputStream: one part of your program can use the PipedInputStream, and then read that content back out. Take care of coordinating what's been read and where things have been written. Works well for producer/consumer concept.\n  - FileInputStream: allow us to create streams over files\n\n\n- OutputStream splits into:\n  - ByteArrayOutputStream: allows you to create a stream over a byte array.\n  - PipedOutputStream: one part of your program can use the PipedOutputStream and write content into it. Take care of coordinating what's been read and where things have been written. Works well for producer/consumer concept.\n  - FileOutputStream: allow us to create streams over files\n","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Common Stream Classes","0:00","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=3&mode=live&start=0&noteid=031c189d-10eb-45c3-bd37-1eed0aa2354b"
"Common Reader/Writer Derived Classes:\n\n- Reader splits into:\n  - charArrayReader: allows us to create a char array and put streams over them\n  - StringReader: allows us to work with a stringBuffer and put streams over them\n  - PipedReader: gives us that producer/consumer relationship over text content (consumer)\n  - InputStreamReader: allows us to create a Reader over an InputStream\n\n\n- Writer splits into:\n  - charArrayWriter: allows us to create a char array and put streams over them\n  - StringWriter: allows us to work with a stringBuffer and put streams over them\n  - PipedWriter: gives us that producer/consumer relationship over text content (producer)\n - OutputStreamWriter: allows us to create a Writer over an OutputStream","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Common Stream Classes","1:18","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=3&mode=live&start=78.627174&noteid=142e77ec-765a-4734-8aba-b9edb63ecf37"
"- InputStreamReader splits into:\n  - FileReader: allow us to have file-based content with a reader over the top of those\n\n\n- OutputStreamWriter splits into:\n  - FileWriter: allow us to have file-based content with a writer over the top of those","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Common Stream Classes","2:32","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=3&mode=live&start=152.329373&noteid=e0940559-a189-42ad-92ee-0aaade863073"
"Stream Realities:\n- Error handling: stream methods throw exceptions to indicate errors\n- Cleanup: cannot rely on standard Java resource recovery to clean up streams\n  - Streams are backed by physical storage\n    - very often that storage exists outside the Java runtime\n    - so in those cases the Java Resource Recovery, the garbage collector, can't really be relied on to clean those things up in a timely fashion\n  - Providing Reliable Cleanup:\n    - Streams implement the Closeable interface, which contains one method: close(), which we are responsible for calling","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Stream Errors and Cleanup","0:01","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=4&mode=live&start=1.185743&noteid=075dac72-676b-43d9-b961-38ef41f0e00b"
"Automating Cleanup (so we don't have to keep catching exceptions):\n- AutoCloseable interface\n  - has 1 method: close()\n    - interface AutoCloseable{\nvoid close() throws Exception;\n}\n  - base interface of the Closeable interface\n    - interface Closeable extends AutoCloseable{\nvoid close() throws IOException;\n}\n  - by a type implementing the AutoCloseable interface, it provides support for this try-with-resources\n  - because Streams implement the Closeable interface, this means they also implement the AutoCloseable interface","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Stream Errors and Cleanup","2:31","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=4&mode=live&start=151.782489&noteid=2f2af607-85dd-450d-8aa3-51cef61dee7a"
"Try-with-resources:\n- automates the cleanup of 1 or more resources\n  - a resource is any type that implements AutoCloseable\n- syntax similar to a traditional try statement\n- optionally includes catch block(s)\n  - catch blocks will handle any errors that occur inside the try block or try-with-resources, but it will also handle the errors that are thrown in a call to close.\n  - meaning that with try-with-resources, the catch blocks can handle errors on codes that we explicitly call, but they can also handle errors on code that we did not explicitly call, which is the close() method, which is called first automatically.\n- Example:\n    public static void doTryWithResources() {\n        char[] buff = new char[8];\n        int length;\n        try (Reader reader = Helper.openReader(""file1.txt"")) {\n            while((length = reader.read(buff)) >= 0) {\n                System.out.println(""\nlength: "" + length);\n                for(int i=0; i < length; i++)\n                    System.out.print(buff[i]);\n            }\n        } catch(IOException e) {\n            System.out.println(e.getClass().getSimpleName() + "" - "" + e.getMessage());\n        }\n    }\n  - by creating the instance of the Reader INSIDE the parentheses of the try block, this takes care of identifying that we want to have this resource automatically closed, and therefore we don't need to declare ""Reader reader = null;"" in the beginning and we also don't need the following code (that would usually come at the end):\nfinally {\n            try {\n                if (reader != null)\n                    reader.close();\n            } catch(IOException e2) {\n                System.out.println(e2.getClass().getSimpleName() + "" - "" + e2.getMessage());\n            }\n        }","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Stream Errors and Cleanup","3:14","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=4&mode=live&start=194.966587&noteid=08bd9c02-cd0b-4a8d-ae73-999d0dbcfebe"
"Try-with-resources can also work on and automatically close multiple resources:\n- Example (copying one file into another, which means we're using a Reader for the first file and a Writer for the second file):\n    public static void doTryWithResourcesMulti() {\n        char[] buff = new char[8];\n        int length;\n        try (Reader reader = Helper.openReader(""file1.txt"");\n             Writer writer = Helper.openWriter(""file2.txt""))  {\n            while((length = reader.read(buff)) >= 0) {\n                System.out.println(""\nlength: "" + length);\n                writer.write(buff, 0, length);\n            }\n        } catch(IOException e) {\n            System.out.println(e.getClass().getSimpleName() + "" - "" + e.getMessage());\n        }\n    }","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Demo: Working with Try-with-resources Part 1","3:07","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=5&mode=live&start=187.551332&noteid=4cfb1de8-db99-46fd-bad9-a65ab2b50117"
"Notes about try-with-resources:\n- even if there is no explicit call to close() in the code, close() gets called AUTOMATICALLY\n- the catch block handles the call to close, so even if we never explicitly call close(), the catch block we put in place still handles the exception that's being thrown by close\n- if more than 1 exception is thrown, only the initial exception will be shown, while the others are SUPPRESSED, but you can use e.getSuppressed() to get the other exceptions that were captured.\n  - e.getSuppressed() returns a collection of suppressed exceptions, so to see all of them you can use the following code:\n\n\n for(Throwable t :e.getSuppressed())\n                System.out.println(""Suppressed: "" + t.getMessage());\n        }","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Demo: Working with Try-with-resources Part 2","1:35","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=6&mode=live&start=95.992433&noteid=3d06c3dc-3d42-48d9-9a83-1b63a2c6d645"
"Chaining Streams:\n- Streams are often chained together\n  - one stream instance leverages another\n  - creates higher-level functionality\n  - simplifies reusability by allowing each stream to specialize in a specific task\n  -  we chain using the constructor:\n    - when we construct the higher level instance of the stream, we pass in an instance of the lower level instance of the stream.\n- Example: InputStreamReader leverages chaining:\n  - Reader behavior over InputStream\n  - Character behavior over binary: allows it to have data that comes in in a binary format and allows us to process it as character data.\n- Can create your own ""high-level"" streams\n  - most commonly chain similarly typed streams (chain a reader over a reader, etc)\n-  Java provides classes that can be used to simplify the process of creating specialized streams.\n  - FilterReader, FilterWriter, FilterInputStream, FilterOutputStream\n    - these are abstract classes\n    - make it easy for us to provide specialization because they accept in a reference to another stream, and then all of the methods in these classes simply call the contained streams' methods.\n    - allows us to focus on the customization that we want to provide -> so we only have to override those methods where we want to do something different than what the contained stream does","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Chaining Streams","0:05","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=7&mode=live&start=5.214347&noteid=d38ca98b-e4e7-4cd2-a027-8e5635441620"
"Chaining Streams Example:\n\nvoid doChain(InputStream in) throws IOException {\nint length;\nchar[] charBuff = new char[128];\ntry (InputStreamReader rdr = new InputStreamReader(in)) {\nwhile((length = rdr.read(charBuff)) >= 0) {\n// do something with charBuff\n}\n}\n}\n\n- Notice that when the InputStreamReader is constructed, the reference to the InputStream is passed in\n  - the InputStreamReader knows that binary data is coming in, and it will convert it so I can work with it as character data\n\n\n- Chaining: building one layer on top of another\n\n- Note that the InputStreamReader class is defined such that when close() is called on it, the InputStream class is also closed\n\n- Common scenario when chaining streams together: closing the higher level stream closes the contained streams as well","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Chaining Streams","1:21","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=7&mode=live&start=81.414943&noteid=4b25a387-3663-4d1e-89ed-5bbcdb5f1921"
"Accessing Files:\n- often use streams for file-based I/O\n- there's a class for each stream type in java.io package\n  - FileReader\n  - FileWriter\n  - FileInputStream\n  - FileOutputStream\n  - Note that these classes are all deprecated, but are still widely used in code.","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","File and Buffered Streams","0:00","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=8&mode=live&start=0.800089&noteid=c6ad88f1-d10c-4923-a456-988ff0cdfaf1"
"Buffered Streams:\n- when we're interacting with files, we generally don't wanna interact with them directly.\n- direct file access can be inefficient\n- the buffered streams can improve efficiency of interacting with files because they buffer the content in memory\n  - allows you to perform reads/writes in large chunks\n  - reduces the interaction with the underlying stream\n- used mostly with file-based streams, but can be used with other streams as well\n- Buffering available for all 4 stream types\n  - BufferedReader\n  - BufferedWriter\n  - BufferedInputStream\n  - BufferedOutputStream\n","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","File and Buffered Streams","0:42","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=8&mode=live&start=42.115004&noteid=a9aa4b02-d543-4cd0-a565-ff2cd9f621c0"
"Buffered Streams:\n\ntry (BufferedReader br =\nnew BufferedReader(new FileReader(“file1.txt”))) {\nint intVal;\nwhile((intVal = br.read()) >= 0) {\nchar charVal = (char) intVal;\n// do something with charVal\n}\n}\n- there's no extra work from my standpoint in terms of using the buffered streams, it's just important to go ahead and use them especially with files to improve that efficiency.","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","File and Buffered Streams","2:04","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=8&mode=live&start=124.088084&noteid=72509e7f-5010-4820-b15b-3a51c0c31c62"
"Buffered Streams & Line Breaks:\n- buffered streams are also intelligent about line breaks\n- line breaks vary across platforms\n  - Unix: \n (new line)\n  - Windows: \r\n ( carriage return & new line)\n- buffered streams add line break support\n  - use the correct value for the current platform\n- BufferedWriter has a method called newLine(), which writes the appropriate newLine for the platform.\n- BufferedReader understands each platform's newLine characters, and allows you to read entire lines at one time with the ReadLine() method, and it will pass the line back to you in a string.","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","File and Buffered Streams","2:13","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=8&mode=live&start=133.70258&noteid=505eced8-a6b9-4fd5-9dc5-7efe361154ab"
"Writing with Line Breaks:\n\nvoid writeData(String[] data) throws IOException {\ntry (BufferedWriter bw =\nnew BufferedWriter(new FileWriter(“data.txt”))) {\nfor(String d:data) {\nbw.write(d);\nbw.newline();\n}\n}\n}","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","File and Buffered Streams","3:24","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=8&mode=live&start=204.393042&noteid=09697f13-6cf3-410a-bbd3-7bfe09c74e2e"
"Reading Lines:\n\nvoid readData() throws IOException {\ntry (BufferedReader br =\nnew BufferedReader(new FileReader(“data.txt”))) {\nString inValue;\nwhile((inValue = br.readLine()) != null) {\nSystem.out.println(inValue);\n}\n}\n}\n\n- Line-level behavior is one of the real values of the BufferedReader\n- Note: when using readLine(), the end of the file is indicated when null is returned\n","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","File and Buffered Streams","4:13","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=8&mode=live&start=253.740294&noteid=fdd57778-e3e4-4fc5-abe0-88fd2c4a9b37"
"Accessing Files with the java.nio.file Package:\n- java.nio.file is the preferred package for files because FileReader, FileWriter, FileInputStream, and FileOutputStream (which are from the java.io package) are no deprecated\n  - that being said, you will still find them in a lot of code, but anything you write that's new will use these new types provide a number of benefits over the types in the java.io package\n  - IMPORTANT NOTE: It's only the file types that are deprecated:\n    - Deprecated: FileReader, FileWriter, FileInputStream, and FileOutputStream\n    - NOT Deprecated: InputStream, OutputStream, Reader, Writer, BufferedReader, BufferedWriter and other general stream types\n- so in any new file system work we do, we want to use these new types here.","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Accessing Files with the java.nio.file Package","0:00","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=9&mode=live&start=0.97172&noteid=6f1210ec-3b48-4b3a-88ca-44305cfad011"
"Benefits of java.nio package file types:\n- better exception reporting\n- greater scalability\n- more file system feature support\n- simplify common tasks","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Accessing Files with the java.nio.file Package","0:57","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=9&mode=live&start=57.35259&noteid=ef7a80c2-0692-43c0-bf8f-f234ae8929aa"
"Path & Paths Type:\n\nPath\n- used to locate a file system item\n- can be a file or a directory\n\nPaths\n- we get a Path by using the Paths class\n- provides static Path factory methods for translating from the common representations of a file like the hierarchical path string or a URI into a Path object\n\nTwo Equally Legal Examples:\n- Path p1 = Paths.get(""\documents\data\foo.txt"");\n- Path p2 = Paths.get(""documents"",""data"",""foo.txt"");\n- the reference you get back, in this case p1 or p2, is a representation of that file. \n- Both p1 and p2 reference the SAME file system object.","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Accessing Files with the java.nio.file Package","1:19","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=9&mode=live&start=79.434471&noteid=03995527-fb54-4147-b549-4786bc1ab3f3"
"Files Type:\n\nFiles:\n- provides static methods for interacting with files\n- create, copy, delete, etc\n- gives us the ability to open up the file streams over the specific file:\n  - newBufferedReader\n  - newBufferedWriter\n  - newInputStream\n  - newOutputStream\n- provides convenience methods that let us do read/write file contents in a single statement\n  - readAllLines(): open a file, read all the lines in it, and then closes it (returns a List<String>)\n  - write(): open a file, write all the content out to it, and then closes it\n  - there's an mkdir() method that creates a directory based on the name you passed in!","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Accessing Files with the java.nio.file Package","2:21","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=9&mode=live&start=141.142961&noteid=72900b25-afec-48e1-86e8-500244bcadc9"
"Reading Lines with BufferedReader (java.nio):\n\nvoid readData() throws IOException {\ntry (BufferedReader br =\nFiles.newBufferedReader(Paths.get(“data.txt”))) {\nString inValue;\nwhile((inValue = br.readLine()) != null) {\nSystem.out.println(inValue);\n}\n}\n}","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Accessing Files with the java.nio.file Package","3:19","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=9&mode=live&start=199.078129&noteid=e078c736-d714-4750-9592-6ed3d30b9ad0"
"Read All Lines (java.nio):\n\nvoid readThemAll() throws IOException {\nList<String> lines =\nFiles.readAllLines(Paths.get((“data.txt”));\nfor(String line:lines)\nSystem.out.println(line);\n}\n\n- just make sure it's not too big of a file because List<String> lines will have to fit in memory, but it very much simplifies that process of doing something we do all the time, which is open a file and read through it.\n\n- there is a write method that works very much the same way","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Accessing Files with the java.nio.file Package","3:58","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=9&mode=live&start=238.534393&noteid=30311997-8517-4240-984e-c1d6c9289686"
"File Systems:\n- files are contained within a file system\n  - now most commonly when we work with files, we're working with a computer's default file system\n  - but Java also supports the concept of specialized file systems\n    - Example: ZIP file system - the ability to create and read files contained within a compressed ZIP file.\n  - Path instances are tied to a particular file system.\n    - the Paths class works only for the default file system\n    -  so we have to have some more general way of interacting with file systems and getting access to path instances within a file system, as follows:","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Using Default File System and Zip File Systems","0:00","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=10&mode=live&start=0.746901&noteid=734cc8a9-1c5d-4250-8105-e2df6bc8abcf"
"File System Types:\n\n- FileSystem:\n  - represents an individual file system\n  - contains the factory methods for creating Path instances within that file system.\n\n- FileSystems:\n  - we get a FileSystem by using the FileSystems class.\n  - it provides static factory methods or creating a file system,\n  - commonly when we open/create a FileSystem, we use the newFileSystem() method\n\n- but we need some way to identify a FileSystem.","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Using Default File System and Zip File Systems","0:58","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=10&mode=live&start=58.068864&noteid=bd2c0df3-e2b6-4660-9333-e585037e24f5"
"Accessing File Systems:\n- the way we identify a FileSystem is by using Universal Resource Identifiers (URIs).\n  - a generalized way of identifying different resources, HTTP-based URLs, or one type of URI.\n  -  the specifics of a URI for a particular file system vary greatly between different FileSystem providers.\n    - the most common ones we work with are for the ZIP file system, which are identified by the URI scheme ""jar.file""\n      - Example: jar:file:/jimwilson/data/bar.zip\n      - that means that bar.zip is a file system contained within a directory data, contained within a directory jimwilson.\n- when we interact with a file system, each file system supports custom properties\n  - the specific properties vary depending on the file system provider\n  - Common Examples:\n    - whether to create if it doesn't exist\n    - when I'm interacting with it, what kind of string encoding is being used in that file system?","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Using Default File System and Zip File Systems","1:29","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=10&mode=live&start=89.51719&noteid=e9f30d05-7722-4fd8-b503-8c69b63c5c13"
"Creating a ZIP file:\n\n    public static void main(String[] args) {\n        String[] data = {\n                ""Line 1"",\n                ""Line 2 2"",\n                ""Line 3 3 3"",\n                ""Line 4 4 4 4"",\n                ""Line 5 5 5 5 5""\n        };\n\n        try(FileSystem zipFs = openZip(Paths.get(""myData.zip""))) {\n            copyToZip(zipFs);\n            writeToFileInZip1(zipFs, data);\n            writeToFileInZip2(zipFs, data);\n        } catch(Exception e) {\n            System.out.println(e.getClass().getSimpleName() + "" - "" + e.getMessage());\n        }\n    }System.out.println(e.getClass().getSimpleName() + "" - "" + e.getMessage());\n        }\n    }\n\n    private static FileSystem openZip(Path zipPath) throws IOException, URISyntaxException {\n        Map<String, String> providerProps = new HashMap<>();\n        providerProps.put(""create"", ""true"");\n\n        URI zipUri = new URI(""jar:file"", zipPath.toUri().getPath(), null);\n        FileSystem zipFs = FileSystems.newFileSystem(zipUri, providerProps);\n\n        return zipFs;\n    }\n\n Note:\n-  ""URI zipUri = new URI(""jar:file"", zipPath.toUri().getPath(), null);""\nbecause we want to make sure that it's fully qualified and formatted correctly for use in URI, so we convert the Path into a URI and then back into a Path\n","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Demo: Creating a Zip File System","0:00","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=11&mode=live&start=0.427295&noteid=361ec3c8-9c2d-484a-a4ee-5ff12acfa6ca"
